"path","methods","sourceFile","authPattern","tenantMention","status","evidence"
"/api/super-admin/login","POST","src/app/api/super-admin/login/route.ts","super-admin-likely","yes","confirmed-exists","src/app/api/super-admin/login/route.ts"
"/api/super-admin/packages/[id]","PUT|DELETE","src/app/api/super-admin/packages/[id]/route.ts","platform/superadmin","no/unclear","confirmed-exists","src/app/api/super-admin/packages/[id]/route.ts"
"/api/super-admin/packages","GET|POST","src/app/api/super-admin/packages/route.ts","platform/superadmin","no/unclear","confirmed-exists","src/app/api/super-admin/packages/route.ts"
"/api/super-admin/settings","GET|POST","src/app/api/super-admin/settings/route.ts","platform/superadmin","no/unclear","confirmed-exists","src/app/api/super-admin/settings/route.ts"
"/api/super-admin/settings/test-gateway","GET|POST","src/app/api/super-admin/settings/test-gateway/route.ts","platform/superadmin","yes","confirmed-exists","src/app/api/super-admin/settings/test-gateway/route.ts"
"/api/super-admin/shops/[id]","PATCH|DELETE","src/app/api/super-admin/shops/[id]/route.ts","platform/superadmin","yes","confirmed-exists","src/app/api/super-admin/shops/[id]/route.ts"
"/api/super-admin/shops","GET|POST","src/app/api/super-admin/shops/route.ts","platform/superadmin","yes","confirmed-exists","src/app/api/super-admin/shops/route.ts"
"/api/super-admin/system-tickets/[id]/messages","POST","src/app/api/super-admin/system-tickets/[id]/messages/route.ts","verifyAuth:superadmin","yes","confirmed-exists","src/app/api/super-admin/system-tickets/[id]/messages/route.ts"
"/api/super-admin/system-tickets/[id]","GET|PATCH","src/app/api/super-admin/system-tickets/[id]/route.ts","verifyAuth:superadmin","yes","confirmed-exists","src/app/api/super-admin/system-tickets/[id]/route.ts"
"/api/super-admin/system-tickets","GET","src/app/api/super-admin/system-tickets/route.ts","verifyAuth:superadmin","yes","confirmed-exists","src/app/api/super-admin/system-tickets/route.ts"
"/api/telegram/gateway","POST","src/app/api/telegram/gateway/route.ts","public-or-mixed","yes","confirmed-exists","src/app/api/telegram/gateway/route.ts"
"/api/track","POST","src/app/api/track/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/track/route.ts"
"/api/wholesale/request","GET|POST","src/app/api/wholesale/request/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/wholesale/request/route.ts"
